correct_word,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,morpheme_breakdown,common_typos,typo_patterns,correction_rules,phonetic_rules,error_categories
विनय,वि,विन,विनय,विनय,विनय,विनय,व+इ+न+य,"[""विनय्"",""विनय"",""विनाय"",""विनय"",""विनहय"",""विनयह"",""विनय""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_swap"",""vowel_elongation""]","[""halant_error"",""vowel_length""]","[""i→i"",""n→n"",""j→j""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
विपुल,वि,विप,विपु,विपुल,विपुल,विपुल,व+इ+प+उ+ल,"[""विपुल्"",""विपूल"",""विपुल"",""विपहुल"",""विपुलह"",""विपूल"",""विपुळ""]","[""add_halant"",""उ→ऊ"",""insert_consonant"",""suffix_addition"",""ल→ळ"",""vowel_length""]","[""halant_error"",""vowel_length""]","[""i→i"",""u→uː"",""l→ɭ""]","[""vowel_length_errors"",""consonant_insertion"",""lateral_confusion""]"
विविध,वि,विव,विवि,विविध,विविध,विवि�ध,व+इ+व+इ+ध,"[""विविध्"",""विविध"",""विवीध"",""विविध"",""विविहध"",""विविधह"",""विविध""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""consonant_insertion""]","[""i→iː"",""ʋ→ʋ"",""dʱ→dʱ""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
विवेक,वि,विव,विवे,विवेक,विवेक,विवेक,व+इ+व+ए+क,"[""विवेक्"",""विवेक"",""विवेक"",""विवेहक"",""विवेकह"",""विवेक"",""विवेक""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""lateral_confusion""]","[""i→i"",""e→e"",""k→k""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
विशाल,वि,विश,विशा,विशाल,विशाल,विशाल,व+इ+श+आ+ल,"[""विशाल्"",""विशाल"",""विशाल"",""विशाहल"",""विशालह"",""विशाल"",""विशाळ""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""consonant_insertion""]","[""i→i"",""a→aː"",""l→ɭ""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
वृक्ष,वृ,वृक्,वृक्ष,वृक्ष,वृक्ष,वृक्ष,व+ऋ+क्+ष,"[""वृक्ष्"",""वृक्ष"",""वृक्ष"",""वृक्ष"",""वृक्षह"",""वृक्ष"",""वृक्ष""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""vowel_repeat"",""consonant_repeat""]","[""halant_error"",""retroflex_error""]","[""ɹ→ɹ"",""kʃ→kʃ"",""ʋ→ʋ""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
शयन,शय,शयन,शयन,शयन,शयन,शयन,श+य+न,"[""शयन्"",""शयन"",""शयान"",""शयन"",""शयहन"",""शयनह"",""शयण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""retroflex_error""]","[""j→j"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
शान,शा,शान,शान,शान,शान,शान,श+आ+न,"[""शान्"",""शान"",""शान"",""शान"",""शानह"",""शानह"",""शाण""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""न→ण"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""a→aː"",""n→ɳ"",""ʃ→ʃ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
शान्ति,शा,शान्,शान्त,शान्ति,शान्ति,शान्ति,श+आ+न्+त+इ,"[""शान्ति्"",""शान्ती"",""शान्ति"",""शान्ह्ति"",""शान्तिह"",""शान्ती"",""शान्टि""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""त→ट"",""vowel_length""]","[""halant_error"",""consonant_insertion""]","[""a→aː"",""i→iː"",""t̪→ʈ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_length_errors""]"
शालीन,शा,शाल,शाली,शालीन,शालीन,शालीन,श+आ+ल+ई+न,"[""शालीन्"",""शालीन"",""शालीन"",""शालीहन"",""शालीनह"",""शालीन"",""शालीन""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""consonant_insertion""]","[""a→aː"",""i→iː"",""n→n""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
शिक्षा,शि,शिक्,शिक्ष,शिक्षा,शिक्षा,शिक्षा,श+इ+क्+ष+आ,"[""शिक्षा्"",""शिक्षा"",""शिक्षाह"",""शिक्षा"",""शिक्षा"",""शिक्षाह"",""शिक्षा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""vowel_repeat"",""consonant_repeat""]","[""halant_error"",""vowel_length""]","[""i→i"",""kʃ→kʃ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
शिर,शि,शिर,शिर,शिर,शिर,शिर,श+इ+र,"[""शिर्"",""शिर"",""शीर"",""शिर"",""शिहर"",""शिरह"",""शिर""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""vowel_length""]","[""i→iː"",""ɾ→ɾ"",""ʃ→ʃ""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
शिशिर,शि,शिश,शिशि,शिशिर,शिशिर,शिशिर,श+इ+श+इ+र,"[""शिशिर्"",""शिशीर"",""शिशिर"",""शिशिहर"",""शिशिरह"",""शिशीर"",""शिशिर""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""vowel_insertion""]","[""i→iː"",""ʃ→ʃ"",""ɾ→ɾ""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
शीतल,शी,शीत,शीतल,शीतल,शीतल,शीतल,श+ई+त+ल,"[""शीतल्"",""शीतल"",""शीताल"",""शीतल"",""शीतहल"",""शीतलह"",""शीत्ल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_length""]","[""iː→iː"",""t̪→t̪"",""l→ɦ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
शुभ,शु,शुभ,शुभ,शुभ,शुभ,शुभ,श+उ+भ,"[""शुभ्"",""शुभ"",""शूभ"",""शुभ"",""शुहभ"",""शुभह"",""शुभ""]","[""add_halant"",""उ→ऊ"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""lateral_confusion""]","[""u→uː"",""bʱ→bʱ"",""ʃ→ʃ""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
शैली,शै,शैल,शैली,शैली,शैली,शैली,श+ऐ+ल+ई,"[""शैली्"",""शैली"",""शैलीह"",""शैली"",""शैली"",""शैलीह"",""शैळी""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""ɛ→ɛ"",""l→ɭ"",""i→iː""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
सकल,सक,सकल,सकल,सकल,सकल,सकल,स+क+ल,"[""सकल्"",""सकल"",""सकाल"",""सकल"",""सकहल"",""सकलह"",""सक्ल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""k→k"",""l→ɦ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सक्षम,सक्,सक्ष,सक्षम,सक्षम,सक्षम,सक्षम,स+क्+ष+म,"[""सक्षम्"",""सक्षम"",""सक्षाम"",""सक्षम"",""सक्षहम"",""सक्षमह"",""सक्ष्म""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""kʃ→kʃ"",""m→m"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सखा,सख,सखा,सखा,सखा,सखा,सखा,स+ख+आ,"[""सखा्"",""सखा"",""सखाह"",""सखा"",""सखा"",""सखाह"",""सखा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""vowel_repeat"",""consonant_repeat""]","[""halant_error"",""vowel_insertion""]","[""kʰ→kʰ"",""a→aː"",""s→s""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
संगम,सं,संग,संगम,संगम,संगम,संगम,स+ं+ग+म,"[""संगम्"",""संगम"",""संगाम"",""संगम"",""संगहम"",""संगमह"",""संग्म""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_length""]","[""ŋ→ŋ"",""ɡ→ɡ"",""m→m""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सगुन,सग,सगु,सगुन,सगुन,सगुन,सगुन,स+ग+उ+न,"[""सगुन्"",""सगून"",""सगुन"",""सगहुन"",""सगुनह"",""सगून"",""सगुण""]","[""add_halant"",""उ→ऊ"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_length""]","[""halant_error"",""lateral_confusion""]","[""u→uː"",""ɡ→ɡ"",""n→ɳ""]","[""vowel_length_errors"",""consonant_insertion"",""retroflex_error""]"
सगोल,सग,सगो,सगोल,सगोल,सगोल,सगोल,स+ग+ओ+ल,"[""सगोल्"",""सगोल"",""सगोल"",""सगोहल"",""सगोलह"",""सगोल"",""सगोळ""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""o→o"",""ɡ→ɡ"",""l→ɭ""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
सघन,सघ,सघन,सघन,सघन,सघन,सघन,स+घ+न,"[""सघन्"",""सघन"",""सघान"",""सघन"",""सघहन"",""सघनह"",""सघण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""retroflex_error""]","[""ɡʱ→ɡʱ"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
सचेत,सच,सचे,सचेत,सचेत,सचेत,सचेत,स+च+ए+त,"[""सचेत्"",""सचेत"",""सचेत"",""सचेहत"",""सचेतह"",""सचेत"",""सचेट""]","[""add_halant"",""insert_consonant"",""suffix_addition"",""consonant_swap"",""त→ट"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""e→e"",""tʃ→tʃ"",""t̪→ʈ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
सजग,सज,सजग,सजग,सजग,सजग,सजग,स+ज+ग,"[""सजग्"",""सजग"",""सजाग"",""सजग"",""सजहग"",""सजगह"",""सजग""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""dʒ→dʒ"",""ɡ→ɡ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सटीक,सट,सटी,सटीक,सटीक,सटीक,सटीक,स+ट+क,"[""सटिक्"",""सटीक"",""सटिक"",""सटीक"",""सटहीक"",""सटीकह"",""सटीक""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""ʈ→ʈ"",""i→iː"",""k→k""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सतह,सत,सतह,सतह,सतह,सतह,सतह,स+त+ह,"[""सतह्"",""सतह"",""सताह"",""सतह"",""सतहह"",""सतहह"",""सतह""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""t→t"",""a→a"",""h→h""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सत्य,सत्,सत्य,सत्य,सत्य,सत्य,सत्य,स+त+य,"[""सत्य्"",""सत्य"",""सतय"",""सत्य"",""सतह्य"",""सत्यह"",""सत्य""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""t→t"",""a→a"",""j→j""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सदन,सद,सदन,सदन,सदन,सदन,सदन,स+द+न,"[""सदन्"",""सदन"",""सदान"",""सदन"",""सदहन"",""सदनह"",""सदन""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""d→d"",""a→a"",""n→n""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सन्दुक,सन्,सन्द,सन्दु,सन्दुक,सन्दुक,सन्दुक,स+न+द+उ+क,"[""सन्दुक्"",""सन्दुक"",""सनदुक"",""सन्दुक"",""सनहदुक"",""सन्दुकह"",""सन्दुक""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""n→n"",""d→d"",""u→u"",""k→k""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सन्ध्या,सन्,सन्ध,सन्ध्,सन्ध्य,सन्ध्या,सन्ध्या,स+न+ध+य+आ,"[""सन्ध्या"",""सन्ध्या"",""सनध्या"",""सन्ध्या"",""सनह्ध्या"",""सन्ध्याह"",""सन्ध्या""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""n→n"",""dʱ→dʱ"",""j→j"",""aː→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सपना,सप,सपन,सपना,सपना,सपना,सपना,स+प+न+आ,"[""सपना"",""सपना"",""सपाना"",""सपना"",""सपहना"",""सपनाह"",""सपना""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""p→p"",""a→a"",""n→n"",""aː→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सफल,सफ,सफल,सफल,सफल,सफल,सफल,स+फ+ल,"[""सफल्"",""सफल"",""सफाल"",""सफल"",""सफहल"",""सफलह"",""सफल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""pʰ→pʰ"",""a→a"",""l→l""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सफा,सफा,सफा,सफा,सफा,सफा,सफा,स+फ+आ,"[""सफा"",""सफा"",""सफआ"",""सफा"",""सफहा"",""सफाह"",""सफा""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""pʰ→pʰ"",""aː→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सफेद,सफ,सफे,सफेद,सफेद,सफेद,सफेद,स+फ+ए+द,"[""सफेद्"",""सफेद"",""सफेेद"",""सफेद"",""सफहेद"",""सफेदह"",""सफेद""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""pʰ→pʰ"",""e→e"",""d→d"",""aː→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
समता,सम,समत,समता,समता,समता,समता,स+म+त+आ,"[""समता"",""समता"",""समाता"",""समता"",""समहता"",""समताह"",""समता""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""m→m"",""a→a"",""t→t""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
समय,सम,समय,समय,समय,समय,समय,स+म+य,"[""समय्"",""समय"",""समाय"",""समय"",""समहय"",""समयह"",""समय""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""m→m"",""a→a"",""j→j""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
समाज,समा,समाज,समाज,समाज,समाज,समाज,स+म+आ+ज,"[""समाज्"",""समाज"",""समाआज"",""समाज"",""समहाज"",""समाजह"",""समाज""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""m→m"",""aː→aː"",""dʒ→dʒ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
समीप,सम,समी,समीप,समीप,समीप,समीप,स+म+ई+प,"[""समीप्"",""समीप"",""समीइप"",""समीप"",""समहीप"",""समीपह"",""समीप""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""m→m"",""iː→iː"",""p→p""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
समीर,सम,समी,समीर,समीर,समीर,समीर,स+म+ई+र,"[""समीर्"",""समीर"",""समीइर"",""समीर"",""समहीर"",""समीरह"",""समीर""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""m→m"",""iː→iː"",""r→r""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
समूह,सम,समू,समूह,समूह,समूह,समूह,स+म+ऊ+ह,"[""समूह्"",""समूह"",""समूउह"",""समूह"",""समहूह"",""समूहह"",""समूह""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""m→m"",""uː→uː"",""h→h""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
संयोग,सं,संय,संयो,संयोग,संयोग,संयोग,स+य+ओ+ग,"[""संयोग्"",""संयोग"",""संयोोग"",""संयोग"",""संयहोग"",""संयोगह"",""संयोग""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""j→j"",""o→o"",""ɡ→ɡ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सरल,सर,सरल,सरल,सरल,सरल,सरल,स+र+ल,"[""सरल्"",""सरल"",""सराल"",""सरल"",""सरहल"",""सरलह"",""सरल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""r→r"",""a→a"",""l→l""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सवल,सव,सवल,सवल,सवल,सवल,सवल,स+व+ल,"[""सवल्"",""सवल"",""सवाल"",""सवल"",""सवहल"",""सवलह"",""सवल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""ʋ→ʋ"",""a→a"",""l→l"",""aː→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सहारा,सह,सहा,सहार,सहारा,सहारा,सहारा,स+ह+आ+र+आ,"[""सहारा"",""सहारा"",""सहाआरा"",""सहारा"",""सहहारा"",""सहाराह"",""सहारा""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""h→h"",""aː→aː"",""r→r""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
साइत,सा,साइ,साइत,साइत,साइत,साइत,स+आ+इ+त,"[""साइत्"",""साइत"",""साइइत"",""साइत"",""साहइत"",""साइतह"",""साइत""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""aː→aː"",""i→i"",""t→t"",""r→r""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
साकार,सा,साक,साका,साकार,साकार,साकार,स+आ+क+आ+र,"[""साकार्"",""साकार"",""साकाआर"",""साकार"",""साहकार"",""साकारह"",""साकार""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""aː→aː"",""k→k"",""aː→aː"",""iː→iː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
साक्षी,सा,साक्,साक्ष,साक्षी,साक्षी,साक्षी,स+आ+क+ष+ई,"[""साक्षी"",""साक्षी"",""साक्षीई"",""साक्षी"",""साहक्षी"",""साक्षीह"",""साक्षी""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""aː→aː"",""k→k"",""ʂ→ʂ"",""r→r""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
साख,सा,साख,साख,साख,साख,साख,स+आ+ख,"[""साख्"",""साख"",""साखआ"",""साख"",""साहख"",""साखह"",""साख""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""aː→aː"",""kʰ→kʰ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सागर,सा,साग,सागर,सागर,सागर,सागर,स+आ+ग+र,"[""सागर्"",""सागर"",""सागार"",""सागर"",""साहगर"",""सागरह"",""सागर""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""aː→aː"",""ɡ→ɡ"",""a→a""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
साझा,सा,साझ,साझा,साझा,साझा,साझा,स+आ+झ+आ,"[""साझा"",""साझा"",""साझआ"",""साझा"",""साहझा"",""साझाह"",""साझा""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""aː→aː"",""dʒʱ→dʒʱ"",""aː→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
साथी,सा,साथ,साथी,साथी,साथी,साथी,स+आ+थ+ई,"[""साथी"",""साथी"",""साथीई"",""साथी"",""साहथी"",""साथीह"",""साथी""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""aː→aː"",""tʰ→tʰ"",""iː→iː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सादा,सा,साद,सादा,सादा,सादा,सादा,स+आ+द+आ,"[""सादा"",""सादा"",""सादआ"",""सादा"",""साहदा"",""सादाह"",""सादा""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""aː→aː"",""d→d"",""aː→aː"",""n→n"",""aː→aː""]","[""consonant_insertion"",""epenthesis""]"
साँध,सा,साँ,साँध,साँध,साँध,साँध,स+आ+ँ+ध,"[""साँध्"",""साँध"",""साँधआ"",""साँध"",""साहँध"",""साँधह"",""साँध""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""aː→aː"",""˜→˜"",""dʱ→dʱ"",""tʰ→tʰ"",""iː→iː"",""]","[""consonant_insertion"",""epenthesis""]"
साधना,सा,साध,साधन,साधना,साधना,साधना,स+आ+ध+न+आ,"[""साधना"",""साधना"",""साधाना"",""साधना"",""साहधना"",""साधनाह"",""साधना""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""aː→aː"",""dʱ→dʱ"",""a→a"",""s→s""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सारथी,सा,सार,सारथ,सारथी,सारथी,सारथी,स+आ+र+थ+ई,"[""सारथी"",""सारथी"",""सारथीई"",""सारथी"",""साहरथी"",""सारथीह"",""सारथी""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""aː→aː"",""r→r"",""a→a"",""u→u""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
साहस,सा,साह,साहस,साहस,साहस,साहस,स+आ+ह+स,"[""साहस्"",""साहस"",""साहास"",""साहस"",""साहहस"",""साहसह"",""साहस""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""aː→aː"",""h→h"",""a→a"",""l→l""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सिन्धु,सि,सिन्,सिन्ध,सिन्धु,सिन्धु,सिन्धु,स+इ+न+ध+उ,"[""सिन्धु"",""सिन्धु"",""सिनधु"",""सिन्धु"",""सिहन्धु"",""सिन्धुह"",""सिन्धु""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""i→i"",""n→n"",""dʱ→dʱ"",""n→n"",""aː→aː""]","[""consonant_insertion"",""epenthesis""]"
सिप,सि,सिप,सिप,सिप,सिप,सिप,स+इ+प,"[""सिप्"",""सिप"",""सीप"",""सिप"",""सिहप"",""सिपह"",""सिप""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""i→i"",""p→p"",""i→i"",""k→k""]","[""consonant_insertion"",""epenthesis""]"
सिमल,सि,सिम,सिमल,सिमल,सिमल,सिमल,स+इ+म+ल,"[""सिमल्"",""सिमल"",""सीमल"",""सिमल"",""सिहमल"",""सिमलह"",""सिमल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""i→i"",""m→m"",""a→a"",""n→n"",""iː→iː""]","[""consonant_insertion"",""epenthesis""]"
सिमाना,सि,सिम,सिमा,सिमान,सिमाना,सिमाना,स+इ+म+आ+न+आ,"[""सिमाना"",""सिमाना"",""सीमाना"",""सिमाना"",""सिहमाना"",""सिमानाह"",""सिमाना""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""i→i"",""m→m"",""aː→aː"",""a→a"",""n→n"",""aː→aː""]","[""consonant_insertion""]"
